cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	0.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Teacher  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History: 
- Depression, diagnosed and treated for the past 10 years
- Hypothyroidism, managed with levothyroxine
- Anxiety disorder, intermittently treated with benzod"	"Gender: Female  
Age: 45  
Occupation: Teacher  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History: 
- Depression, diagnosed and treated for the past 10 years
- Hypothyroidism, managed with levothyroxine
- Anxiety disorder, intermittently treated with benzod"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	1.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Retail Manager  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History:
- Hypertension, controlled with lisinopril
- No known allergies
- Previous history of anxiety disorder, treated with sertraline for 5 years (discontinued due"	"Gender: Female  
Age: 45  
Occupation: Retail Manager  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History:
- Hypertension, controlled with lisinopril
- No known allergies
- Previous history of anxiety disorder, treated with sertraline for 5 years (discontinued due"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	2.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Office Manager  
Marital Status: Married, 2 children  
Ethnicity: Caucasian  

Key Past Medical History: 
- Hypertension (Untreated)  
- No known allergies  
- Previous episode of depression in 2015, treated with fluoxetine and psychotherapy, fully recovered  
- Gastroesophage"	"Gender: Female  
Age: 45  
Occupation: Office Manager  
Marital Status: Married, 2 children  
Ethnicity: Caucasian  

Key Past Medical History: 
- Hypertension (Untreated)  
- No known allergies  
- Previous episode of depression in 2015, treated with fluoxetine and psychotherapy, fully recovered  
- Gastroesophage"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	3.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Teacher  
Insurance: Private  
Marital Status: Married  
Children: 2 children, ages 10 and 13  

Key Past Medical History:
- Hypertension (untreated)
- Anxiety Disorder (history of generalized anxiety disorder, last treated with SSRIs 5 years ago)
- Previous episode of major depressive disorder"	"Gender: Female  
Age: 45  
Occupation: Teacher  
Insurance: Private  
Marital Status: Married  
Children: 2 children, ages 10 and 13  

Key Past Medical History:
- Hypertension (untreated)
- Anxiety Disorder (history of generalized anxiety disorder, last treated with SSRIs 5 years ago)
- Previous episode of major depressive disorder"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	4.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Retail Manager  
Marital Status: Married, two children  
Ethnicity: Caucasian  

Key Past Medical History:  
- Hypertension, managed with lisinopril 20 mg daily  
- Previous history of depression, treated with sertraline 100 mg daily for 2 years from ages 3"	"Gender: Female  
Age: 45  
Occupation: Retail Manager  
Marital Status: Married, two children  
Ethnicity: Caucasian  

Key Past Medical History:  
- Hypertension, managed with lisinopril 20 mg daily  
- Previous history of depression, treated with sertraline 100 mg daily for 2 years from ages 3"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	5.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Educator  
Marital Status: Married with two children  
Race/Ethnicity: Caucasian  

Key Past Medical History:
- Hypertension (controlled with medication)
- Seasonal allergies managed with over-the-counter antihistamines
- Previous diagnosis of depression (treated with therapy and sertraline for 5 years"	"Gender: Female  
Age: 45  
Occupation: Educator  
Marital Status: Married with two children  
Race/Ethnicity: Caucasian  

Key Past Medical History:
- Hypertension (controlled with medication)
- Seasonal allergies managed with over-the-counter antihistamines
- Previous diagnosis of depression (treated with therapy and sertraline for 5 years"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	0.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Office Manager  
Insurance: Private Insurance  

Key Past Medical History:
- Major Depressive Disorder (MDD) diagnosed 5 years ago  
- Previous treatment with selective serotonin reuptake inhibitors (SSRIs)
- History of one previous suicide attempt (unspecified method) at age 32
- No history of substance abuse"	"Gender: Female  
Age: 45  
Occupation: Office Manager  
Insurance: Private Insurance  

Key Past Medical History:
- Major Depressive Disorder (MDD) diagnosed 5 years ago  
- Previous treatment with selective serotonin reuptake inhibitors (SSRIs)
- History of one previous suicide attempt (unspecified method) at age 32
- No history of substance abuse"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	1.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Teacher  
Insurance: Blue Cross Blue Shield  

Key Past Medical History: 
- Mild hypertension (controlled on medication)  
- No prior psychiatric hospitalizations or treatments for severe mental health disorders
- Previous episodes of depressive symptoms without formal diagnosis or treatment
- Family history of depression (maternal aunt and uncle)
- History of chronic low"	"Gender: Female  
Age: 45  
Occupation: Teacher  
Insurance: Blue Cross Blue Shield  

Key Past Medical History: 
- Mild hypertension (controlled on medication)  
- No prior psychiatric hospitalizations or treatments for severe mental health disorders
- Previous episodes of depressive symptoms without formal diagnosis or treatment
- Family history of depression (maternal aunt and uncle)
- History of chronic low"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	2.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
occupation: Administrative Assistant  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History: 
- Depression (first episode at age 28, recurrent)
- Hypertension (treated with lisinopril)
- Chronic migraines (treated with propranolol"	"Gender: Female  
Age: 45  
occupation: Administrative Assistant  
Marital Status: Married  
Children: 2 children, ages 10 and 12  

Key Past Medical History: 
- Depression (first episode at age 28, recurrent)
- Hypertension (treated with lisinopril)
- Chronic migraines (treated with propranolol"	False
depression	depression	10	Male	18	0	18	all	all	27	 Male	18	 depression	replace_scale	paper	3.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has depression.
Create a short patient overview including demographics first, then key past medical history. Start exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Occupation: Retired teacher  
Marital Status: Married  

Key Past Medical History:
- Hypertension, controlled with ACE inhibitors
- Previous diagnosis of bipolar disorder type II, last episode remitted in 2015
- History of depression, previous episodes treated with SSRIs
- No known allergies
- No history of substance"	"Gender: Female  
Age: 45  
Occupation: Retired teacher  
Marital Status: Married  

Key Past Medical History:
- Hypertension, controlled with ACE inhibitors
- Previous diagnosis of bipolar disorder type II, last episode remitted in 2015
- History of depression, previous episodes treated with SSRIs
- No known allergies
- No history of substance"	False
