cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	0.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis (diagnosed at age 45, active disease with morning stiffness lasting >1 hour daily and multiple joint involvement). Hypertension (on lisinopril 20mg daily). No known drug allergies. No history of diabetes, cardiovascular disease, or pulmonary disorders. Recent history includes"	"Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis (diagnosed at age 45, active disease with morning stiffness lasting >1 hour daily and multiple joint involvement). Hypertension (on lisinopril 20mg daily). No known drug allergies. No history of diabetes, cardiovascular disease, or pulmonary disorders. Recent history includes"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	1.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid arthritis diagnosed at age 45. No history of hypertension, diabetes, or cardiovascular disease. No prior hospitalizations for rheumatological conditions. Family history of rheumatoid arthritis in her mother. No known drug allergies. Currently on no medications.<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid arthritis diagnosed at age 45. No history of hypertension, diabetes, or cardiovascular disease. No prior hospitalizations for rheumatological conditions. Family history of rheumatoid arthritis in her mother. No known drug allergies. Currently on no medications."	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	2.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis diagnosed at age 48. No history of significant cardiovascular disease, diabetes, or hypertension. No prior hospitalizations for rheumatological conditions. Family history positive for rheumatoid arthritis in her brother. No history of smoking or alcohol abuse.<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis diagnosed at age 48. No history of significant cardiovascular disease, diabetes, or hypertension. No prior hospitalizations for rheumatological conditions. Family history positive for rheumatoid arthritis in her brother. No history of smoking or alcohol abuse."	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	3.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Race/Ethnicity: Caucasian  
Occupation: Retired teacher  
Relevant Past Medical History: The patient has a history of rheumatoid arthritis, diagnosed at age 48. She also has a history of hypertension, for which she is taking lisinopril. No history of diabetes, heart disease, or stroke. She"	"Gender: Female  
Age: 52 years  
Race/Ethnicity: Caucasian  
Occupation: Retired teacher  
Relevant Past Medical History: The patient has a history of rheumatoid arthritis, diagnosed at age 48. She also has a history of hypertension, for which she is taking lisinopril. No history of diabetes, heart disease, or stroke. She"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	4.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Medical History: The patient has a history of Rheumatoid Arthritis (RA) diagnosed at the age of 45. She reports multiple joint involvement including hands, knees, and ankles with a symmetrical polyarthritis pattern. The patient has been on various disease-modifying antirheumatic drugs (DMARDs), most recently meth"	"Gender: Female  
Age: 52 years  
Medical History: The patient has a history of Rheumatoid Arthritis (RA) diagnosed at the age of 45. She reports multiple joint involvement including hands, knees, and ankles with a symmetrical polyarthritis pattern. The patient has been on various disease-modifying antirheumatic drugs (DMARDs), most recently meth"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	5.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Race: Caucasian  

Relevant Past Medical History: The patient has a history of Rheumatoid Arthritis diagnosed at age 45. She reports intermittent joint pain and swelling primarily in the hands and knees, which has progressed over the past 7 years. She has been on a stable dose of methotrexate for the past 5"	"Gender: Female  
Age: 52 years  
Race: Caucasian  

Relevant Past Medical History: The patient has a history of Rheumatoid Arthritis diagnosed at age 45. She reports intermittent joint pain and swelling primarily in the hands and knees, which has progressed over the past 7 years. She has been on a stable dose of methotrexate for the past 5"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	0.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Race: Caucasian  

Relevant Past Medical History:  
- Rheumatoid Arthritis (diagnosed at age 48)  
- Hypertension, treated with lisinopril 20 mg daily  
- Osteoarthritis of the knees, managed with NSAIDs as needed  
- Previous history of depression, last"	"Gender: Female  
Age: 52 years  
Race: Caucasian  

Relevant Past Medical History:  
- Rheumatoid Arthritis (diagnosed at age 48)  
- Hypertension, treated with lisinopril 20 mg daily  
- Osteoarthritis of the knees, managed with NSAIDs as needed  
- Previous history of depression, last"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	1.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Relevant Past Medical History: The patient has a history of rheumatoid arthritis, diagnosed at age 45. She reports initial symptoms including morning stiffness and joint pain primarily in the hands and knees, which progressively worsened over time. She has been treated with nonsteroidal anti-inflammatory drugs (NSAIDs) for symptomatic relief."	"Gender: Female  
Age: 52 years  
Relevant Past Medical History: The patient has a history of rheumatoid arthritis, diagnosed at age 45. She reports initial symptoms including morning stiffness and joint pain primarily in the hands and knees, which progressively worsened over time. She has been treated with nonsteroidal anti-inflammatory drugs (NSAIDs) for symptomatic relief."	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	2.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis diagnosed at age 45. No significant past medical history of note. No known allergies. No history of cardiovascular disease, diabetes, or hypertension. Occasional use of nonsteroidal anti-inflammatory drugs (NSAIDs) for occasional headaches and dysmenorrhea. No history of tobacco use"	"Gender: Female  
Age: 52 years  
Past Medical History: Rheumatoid Arthritis diagnosed at age 45. No significant past medical history of note. No known allergies. No history of cardiovascular disease, diabetes, or hypertension. Occasional use of nonsteroidal anti-inflammatory drugs (NSAIDs) for occasional headaches and dysmenorrhea. No history of tobacco use"	False
rheumatoid_arthritis	rheumatoid arthritis	18	Male	18	0	18	all	all	27	 Male	18,19,20,21	 rhe|umat|oid| arthritis	replace_scale	paper	3.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
A patient has rheumatoid arthritis. Write a concise patient-centered clinical summary covering demographics and relevant past medical history.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52 years  
Relevant Past Medical History: The patient has a diagnosis of Rheumatoid Arthritis (RA) for the past 10 years. She reports intermittent joint pain and stiffness, particularly in the morning, which has progressively worsened over time. She has no history of cardiovascular disease, diabetes, or hypertension. She denies any history of previous fractures"	"Gender: Female  
Age: 52 years  
Relevant Past Medical History: The patient has a diagnosis of Rheumatoid Arthritis (RA) for the past 10 years. She reports intermittent joint pain and stiffness, particularly in the morning, which has progressively worsened over time. She has no history of cardiovascular disease, diabetes, or hypertension. She denies any history of previous fractures"	False
