cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	0.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Race: Caucasian  
Occupation: Office Manager  

Past Medical History:
- Diagnosed with sarcoidosis 3 years ago
- No history of other chronic lung diseases
- No history of significant cardiovascular disease
- No history of autoimmune disorders
- No history of cancer
- No history of gastrointestinal disorders
- No history of renal or"	"Gender: Female  
Age: 45  
Race: Caucasian  
Occupation: Office Manager  

Past Medical History:
- Diagnosed with sarcoidosis 3 years ago
- No history of other chronic lung diseases
- No history of significant cardiovascular disease
- No history of autoimmune disorders
- No history of cancer
- No history of gastrointestinal disorders
- No history of renal or"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	1.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Elementary School Teacher  

Relevant Past Medical History:
- Diagnosed with sarcoidosis 3 years ago after presenting with bilateral hilar lymphadenopathy on chest X-ray and non-curable cough.
- No history of tuberculosis or other lung diseases.
- No history of asthma, COPD, or other chronic respiratory"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Elementary School Teacher  

Relevant Past Medical History:
- Diagnosed with sarcoidosis 3 years ago after presenting with bilateral hilar lymphadenopathy on chest X-ray and non-curable cough.
- No history of tuberculosis or other lung diseases.
- No history of asthma, COPD, or other chronic respiratory"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	2.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired Teacher  

Past Medical History: 
- Hypertension, controlled on lisinopril
- Chronic sinusitis, treated with saline rinses and nasal sprays
- Previous allergic rhinitis, now well-managed with antihistamines  
- No significant surgical history
- No history of"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired Teacher  

Past Medical History: 
- Hypertension, controlled on lisinopril
- Chronic sinusitis, treated with saline rinses and nasal sprays
- Previous allergic rhinitis, now well-managed with antihistamines  
- No significant surgical history
- No history of"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	3.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired teacher  

Relevant Past Medical History:
- Chronic obstructive pulmonary disease (COPD) diagnosed 10 years ago
- Hypertension, controlled with medication
- No known allergies
- Previous history of bronchitis, treated with antibiotics as needed
- Recent diagnosis of sarcoidosis"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired teacher  

Relevant Past Medical History:
- Chronic obstructive pulmonary disease (COPD) diagnosed 10 years ago
- Hypertension, controlled with medication
- No known allergies
- Previous history of bronchitis, treated with antibiotics as needed
- Recent diagnosis of sarcoidosis"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	4.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Office Manager  
Insurance: Commercial Insurance  

Past Medical History: 
- Hypertension, controlled on lisinopril 
- Asthma, mild intermittent, treated with inhaled albuterol as needed  
- Previous history of bronchitis, no current treatment  
- No known allergies"	"Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Office Manager  
Insurance: Commercial Insurance  

Past Medical History: 
- Hypertension, controlled on lisinopril 
- Asthma, mild intermittent, treated with inhaled albuterol as needed  
- Previous history of bronchitis, no current treatment  
- No known allergies"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	5.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Retired Teacher  

Past Medical History: 
- Hypertension (started on lisinopril 3 years ago)  
- Chronic Sinusitis (treated with saline nasal rinses and occasional decongestants)
- Polyp removal from right nasal passage 2 years ago
"	"Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Retired Teacher  

Past Medical History: 
- Hypertension (started on lisinopril 3 years ago)  
- Chronic Sinusitis (treated with saline nasal rinses and occasional decongestants)
- Polyp removal from right nasal passage 2 years ago"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	0.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired teacher  

Past Medical History:
- Diagnosed with sarcoidosis in 2015
- Hypertension, controlled with lisinopril
- No known allergies
- No history of smoking or alcohol abuse
- No family history of autoimmune diseases or pulmonary conditions<|im_end|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired teacher  

Past Medical History:
- Diagnosed with sarcoidosis in 2015
- Hypertension, controlled with lisinopril
- No known allergies
- No history of smoking or alcohol abuse
- No family history of autoimmune diseases or pulmonary conditions"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	1.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired Teacher  

Past Medical History:
- Hypertension, controlled on Lisinopril
- Mild asthma, treated with inhaled corticosteroids as needed
- No history of smoking
- No history of diabetes mellitus or cardiovascular disease
- Family history of rheumatoid arthritis in sister,"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Retired Teacher  

Past Medical History:
- Hypertension, controlled on Lisinopril
- Mild asthma, treated with inhaled corticosteroids as needed
- No history of smoking
- No history of diabetes mellitus or cardiovascular disease
- Family history of rheumatoid arthritis in sister,"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	2.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female

Age: 52 years

Race/Ethnicity: African American

Occupation: Office Manager

Marital Status: Married, 30 years

Relevant Past Medical History:
- Hypertension (started treatment 5 years ago)
- Asthma (managed with inhaled corticosteroids and albuterol as needed)
- Previous diagnosis of Tub"	"Gender: Female

Age: 52 years

Race/Ethnicity: African American

Occupation: Office Manager

Marital Status: Married, 30 years

Relevant Past Medical History:
- Hypertension (started treatment 5 years ago)
- Asthma (managed with inhaled corticosteroids and albuterol as needed)
- Previous diagnosis of Tub"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	3.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Office Manager

Past Medical History:
- Hypertension, diagnosed at age 45, controlled with lisinopril
- Chronic obstructive pulmonary disease (COPD), diagnosed at age 40, treated with inhaled bronchodilators and corticosteroids
- History of right knee"	"Gender: Female  
Age: 52  
Race: Caucasian  
Occupation: Office Manager

Past Medical History:
- Hypertension, diagnosed at age 45, controlled with lisinopril
- Chronic obstructive pulmonary disease (COPD), diagnosed at age 40, treated with inhaled bronchodilators and corticosteroids
- History of right knee"	False
sarcoidosis	sarcoidosis	31	Male	18	0	18	all	all	27	 Male	24,25,26	 sarc|oid|osis	replace_scale	paper	4.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Create a standardized patient brief for a patient with sarcoidosis focused on demographics and relevant past medical history; avoid extra sections.
Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Retired teacher  

Past Medical History:
- Hypertension (started on ACE inhibitor 10 years ago)
- Chronic sinusitis (treated with saline nasal spray and decongestants)
- No known drug allergies
- No previous surgeries
- No history of smoking or alcohol use"	"Gender: Female  
Age: 52  
Race/Ethnicity: Caucasian  
Occupation: Retired teacher  

Past Medical History:
- Hypertension (started on ACE inhibitor 10 years ago)
- Chronic sinusitis (treated with saline nasal spray and decongestants)
- No known drug allergies
- No previous surgeries
- No history of smoking or alcohol use"	False
