cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	0.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 35 years  
Medical Record Number: 12345678  
Date of Admission: June 15, 2023

Key Past Medical History:
- Asthma (history of moderate persistent asthma since childhood)
- Hypertension (on lisinopril 20 mg daily)
- Seasonal Allergies ("	"Gender: Female  
Age: 35 years  
Medical Record Number: 12345678  
Date of Admission: June 15, 2023

Key Past Medical History:
- Asthma (history of moderate persistent asthma since childhood)
- Hypertension (on lisinopril 20 mg daily)
- Seasonal Allergies ("	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	1.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 35 years  
Medical Record Number: 123456789  
Date of Admission: January 15, 2024

**Key Past Medical History:**
- Asthma (Chronic, moderate to severe; well-controlled on daily albuterol and as-needed salmeterol/fluticasone inhalers)
"	"Gender: Female  
Age: 35 years  
Medical Record Number: 123456789  
Date of Admission: January 15, 2024

**Key Past Medical History:**
- Asthma (Chronic, moderate to severe; well-controlled on daily albuterol and as-needed salmeterol/fluticasone inhalers)"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	2.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 42  
Medical Record Number: 123456789  
Department: Pulmonology  
Attending Physician: Dr. Jane Smith

Key Past Medical History:
- Asthma since age 8, well-controlled on maintenance therapy of fluticasone/salmeterol inhaler (Advair) daily and albuterol as"	"Gender: Female  
Age: 42  
Medical Record Number: 123456789  
Department: Pulmonology  
Attending Physician: Dr. Jane Smith

Key Past Medical History:
- Asthma since age 8, well-controlled on maintenance therapy of fluticasone/salmeterol inhaler (Advair) daily and albuterol as"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	3.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 42 years  
Occupation: Office Manager  
Insurance: Blue Cross Blue Shield  

Key Past Medical History:
- Asthma (since age 10; well-controlled on ICS/LABA)
- Hypertension (on lisinopril, BP managed)  
- Seasonal allergic rhinitis (treated with antihistamines as needed)
"	"Gender: Female  
Age: 42 years  
Occupation: Office Manager  
Insurance: Blue Cross Blue Shield  

Key Past Medical History:
- Asthma (since age 10; well-controlled on ICS/LABA)
- Hypertension (on lisinopril, BP managed)  
- Seasonal allergic rhinitis (treated with antihistamines as needed)"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	4.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 32 years  
Medical Record Number: 123456789  

Key Past Medical History:
- Asthma (history of) since age 5, with intermittent exacerbations
- Hypertension (HTN) controlled on lisinopril 20 mg daily
- No known drug allergies
- No significant past surgical history"	"Gender: Female  
Age: 32 years  
Medical Record Number: 123456789  

Key Past Medical History:
- Asthma (history of) since age 5, with intermittent exacerbations
- Hypertension (HTN) controlled on lisinopril 20 mg daily
- No known drug allergies
- No significant past surgical history"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	5.0	0	0	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 35  
Medical Record Number: 123456789  
Department: Medicine  
Admitting Diagnosis: Acute Respiratory Distress

**Key Past Medical History:**
- **Chronic:** Asthma (history of severe episodic exacerbations, previously requiring hospitalization for shortness of breath and wheezing)
- **"	"Gender: Female  
Age: 35  
Medical Record Number: 123456789  
Department: Medicine  
Admitting Diagnosis: Acute Respiratory Distress

**Key Past Medical History:**
- **Chronic:** Asthma (history of severe episodic exacerbations, previously requiring hospitalization for shortness of breath and wheezing)
- **"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	0.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 35  
Medical Record Number: 1234567  
Department: Pulmonology  
Bed Number: 104

Key Past Medical History:
- Diagnosed with asthma at age 5; controlled with inhaled corticosteroids and as-needed albuterol for over 30 years.
- No history of significant"	"Gender: Female  
Age: 35  
Medical Record Number: 1234567  
Department: Pulmonology  
Bed Number: 104

Key Past Medical History:
- Diagnosed with asthma at age 5; controlled with inhaled corticosteroids and as-needed albuterol for over 30 years.
- No history of significant"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	1.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 35  
Medical Record Number: 123456789  
Primary Care Physician: Dr. Jane Smith  
Date of Admission: March 15, 2023

Key Past Medical History:
- Asthma: Diagnosed at age 5, with intermittent exacerbations requiring hospitalization in 2020 and"	"Gender: Female  
Age: 35  
Medical Record Number: 123456789  
Primary Care Physician: Dr. Jane Smith  
Date of Admission: March 15, 2023

Key Past Medical History:
- Asthma: Diagnosed at age 5, with intermittent exacerbations requiring hospitalization in 2020 and"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	2.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Medical Record Number: 123456789  
Primary Care Physician: Dr. Sarah Thompson  
Hospital: Mercy General Hospital  

Key Past Medical History: 
- Asthma (history of moderate persistent asthma since childhood)
- Hypertension (managed with lisinopril, BP typically 120/80 mm"	"Gender: Female  
Age: 45  
Medical Record Number: 123456789  
Primary Care Physician: Dr. Sarah Thompson  
Hospital: Mercy General Hospital  

Key Past Medical History: 
- Asthma (history of moderate persistent asthma since childhood)
- Hypertension (managed with lisinopril, BP typically 120/80 mm"	False
asthma	asthma	23	Male	18	0	18	all	all	27	 Male	25	 asthma	replace_scale	paper	3.0	0	1	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Write a handoff-style summary for a patient with asthma.
Include demographics first, then key past medical history. Begin exactly with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Age: 45  
Medical Record Number: 123456789  
Admitting Diagnosis: Acute Asthma Exacerbation

Key Past Medical History:
- Diagnosed with asthma at age 5; history of recurrent exacerbations, particularly during cold weather and viral illnesses.
- Hypertension, controlled on lisinopril "	"Gender: Female  
Age: 45  
Medical Record Number: 123456789  
Admitting Diagnosis: Acute Asthma Exacerbation

Key Past Medical History:
- Diagnosed with asthma at age 5; history of recurrent exacerbations, particularly during cold weather and viral illnesses.
- Hypertension, controlled on lisinopril"	False
