layer,rewrite_scores_mean,rewrite_scores_median,rewrite_scores_trimmed_mean,rewrite_scores_topk_mean,rewrite_scores_num_units
0,0.7961299475216654,0.9876512096774194,0.8646873853542172,0.9940807711693549,155
1,0.832876499991795,0.9837733114919355,0.9054120206240268,0.9927229555191531,155
2,0.843991163234667,0.9823037424395161,0.9156227509938969,0.9920785555275536,155
3,0.8669404305363576,0.9876890120967742,0.9429312644327668,0.9940874915994624,155
4,0.8711587459053636,0.9898815524193548,0.9545429869830683,0.9948439600134409,155
5,0.8800413888744962,0.9778162802419355,0.949770353011965,0.989136214717742,155
6,0.8858747682012926,0.9838142641129032,0.9657530766461634,0.9919053469422043,155
7,0.902032937423714,0.9921244959677419,0.9795687455901337,0.9959799227150539,155
8,0.9042297900455339,0.9931073588709678,0.9815435730098656,0.9962915826612903,155
9,0.905400715917973,0.9928805443548387,0.9817350221379068,0.9962550403225807,155
10,0.9148881029792498,0.9918850806451613,0.9827352100768108,0.9953032594086021,155
11,0.9265092780358952,0.9895035282258065,0.9842716417130869,0.9938289650537634,155
12,0.9275333321518168,0.982941658266129,0.9786023305096969,0.9884276293682795,155
13,0.942570745893758,0.9802041330645161,0.9753947917197374,0.9847509240591398,155
14,0.9391081631828274,0.9724759009576613,0.9685800700408388,0.9774030262936829,155
15,0.9413862862775226,0.9721719065020161,0.9687105748335368,0.9759420677923387,155
16,0.9410972646359833,0.9694910849294355,0.9668286305224735,0.9737105174731182,155
17,0.939493764024977,0.9688665574596774,0.9657774532176485,0.972655514952957,155
18,0.9416861706379996,0.9674820438508065,0.9648834908496167,0.9714107127856184,155
19,0.9215984220206295,0.9433652816280242,0.9425304558480735,0.9515048250588037,155
20,0.5457921785618957,0.5504077665267452,0.5520436079729665,0.6024258699724752,155
21,0.6281375173367154,0.6412021267798639,0.6355595305156053,0.674918948758033,155
22,0.004485145080220677,0.005542269901883217,0.0045985514295226295,0.012126443544703144,155
23,0.000278603819206828,0.0016714352994195876,0.0008722366586022058,0.00649339892571011,155
24,-0.008776074977766739,-0.008147612832967312,-0.00813673346981803,-0.004520769588328819,155
25,0.0034768620580023085,0.004907410651926071,0.004640809756657966,0.006128314616939715,155
26,0.005595599705955955,0.006369704332563185,0.006316370167774139,0.007837108478991574,155
27,-0.0007696799417776851,0.0,0.0,0.0,155
