prompt_id,layer,qwen_score
1,1,0.00813884735107422
1,2,0.4027687072753906
1,3,0.022913360595703137
1,4,0.02404499053955078
1,5,0.014017009735107422
1,6,0.14538440704345704
1,7,0.25501556396484376
1,8,0.06507511138916014
1,9,-0.0039360046386718835
1,10,0.03546695709228514
1,11,-0.0037100791931152484
1,12,0.039485359191894526
1,13,0.0424661636352539
1,14,0.00310916900634763
1,15,0.015243530273437469
1,16,-0.0005246162414550781
1,17,0.024642658233642565
1,18,0.502886962890625
1,19,0.23123397827148437
1,20,-0.019805431365966786
1,21,0.06609916687011719
1,22,-0.00044384002685546873
1,23,0.0015878677368164062
1,24,0.002001953125
1,25,0.001580810546875
1,26,0.001998710632324219
1,27,0.0
2,1,0.0070476531982421806
2,2,0.20042190551757813
2,3,-0.015791320800781238
2,4,0.017347145080566402
2,5,0.0080638885498047
2,6,0.03707275390624998
2,7,0.00398559570312498
2,8,-0.001386260986328135
2,9,-0.02100372314453125
2,10,-0.01336898803710937
2,11,-0.00582313537597654
2,12,0.013088989257812506
2,13,0.00104885101318358
2,14,-0.005142974853515616
2,15,0.0072628021240234404
2,16,0.0049713134765625
2,17,0.02159194946289063
2,18,0.10019989013671875
2,19,0.05563201904296874
2,20,-0.0247097015380859
2,21,0.02338638305664062
2,22,-0.00044593811035156
2,23,0.00344085693359375
2,24,-0.00196533203125
2,25,0.0005035400390625
2,26,0.00024414062499998997
2,27,0.0
3,1,0.029501952230930314
3,2,0.4165611267089844
3,3,0.010260589420795448
3,4,0.0618882179260254
3,5,-0.011235594749450696
3,6,0.16595759987831116
3,7,0.3728647232055664
3,8,0.06188944727182388
3,9,0.002941422164440161
3,10,0.030728876590728742
3,11,0.014429308474063873
3,12,0.19051794707775113
3,13,0.08768442273139954
3,14,0.10353036224842072
3,15,0.02407635003328325
3,16,-0.00021260976791380586
3,17,0.12898699194192886
3,18,0.49039459228515625
3,19,0.28034913539886475
3,20,-0.026464112102985368
3,21,0.08851577341556548
3,22,-0.0028358325362205505
3,23,4.617124795912446e-05
3,24,2.3022294044494625e-06
3,25,2.1234154701232906e-06
3,26,0.0
3,27,0.0
4,1,-0.00010269880294797617
4,2,0.49404895305633545
4,3,0.0037034153938293583
4,4,0.003366827964782712
4,5,0.0009345412254333371
4,6,0.014750301837921143
4,7,0.08153820037841795
4,8,0.00186997652053833
4,9,-0.0004562437534331994
4,10,0.0038521885871887207
4,11,0.0006653070449829102
4,12,0.00783926248550415
4,13,0.005472898483276367
4,14,0.0019026398658752316
4,15,0.004716455936431873
4,16,1.4692544937132224e-05
4,17,0.006874829530715923
4,18,0.34644317626953125
4,19,0.15842771530151364
4,20,-0.001580327749252313
4,21,0.010320723056793194
4,22,3.874301910400391e-06
4,23,4.354119300842285e-05
4,24,2.2113323211669922e-05
4,25,2.300739288330078e-05
4,26,1.132488250732422e-06
4,27,0.0
5,1,0.001190960407257104
5,2,0.40388946533203124
5,3,0.0010636091232299816
5,4,0.008947134017944319
5,5,0.0013299107551574606
5,6,0.03216729164123535
5,7,0.13395099639892577
5,8,0.004425096511840811
5,9,-0.001507037878036494
5,10,0.012270689010620096
5,11,0.0008651852607727039
5,12,0.015375936031341533
5,13,0.009401845932006816
5,14,0.002700626850128174
5,15,0.01033779382705686
5,16,0.0008707165718078614
5,17,0.0046571135520935055
5,18,0.34708328247070314
5,19,0.16821837425231934
5,20,-0.0020509600639343176
5,21,0.014074063301086414
5,22,-0.00043964385986328125
5,23,6.866455078125e-06
5,24,-0.00023345947265623998
5,25,-0.00023345947265623998
5,26,-0.00023345947265623998
5,27,0.0
6,1,0.017459131777286543
6,2,0.4973773956298828
6,3,0.029940195381641402
6,4,0.10969281941652298
6,5,0.005509823560714728
6,6,0.1776190996170044
6,7,0.2934703826904297
6,8,0.0912199914455414
6,9,-0.03487982600927355
6,10,0.057184763252735124
6,11,0.01166313886642456
6,12,0.1377068385481834
6,13,0.10165729373693465
6,14,0.06415534019470215
6,15,0.04672431945800778
6,16,0.005510091781616217
6,17,0.08141336962580682
6,18,0.4172799587249756
6,19,0.26253101229667664
6,20,-0.04905818402767179
6,21,0.12086788564920424
6,22,-0.009339570999145508
6,23,1.169741153717041e-06
6,24,0.0
6,25,-1.1920928955078125e-06
6,26,-1.0356307029724121e-06
6,27,0.0
7,1,0.0003144964575767454
7,2,0.38299551606178284
7,3,0.012049112468957894
7,4,0.0027425140142440796
7,5,0.0004915110766887665
7,6,0.04075390100479123
7,7,0.18445885181427002
7,8,0.005797892808914163
7,9,-5.286186933517456e-06
7,10,0.0057048499584198
7,11,0.0011399909853935211
7,12,0.008116427809000015
7,13,0.008670404553413353
7,14,0.0005224607884883881
7,15,0.004318948835134503
7,16,-0.00021781772375103998
7,17,0.002708595246076584
7,18,0.3926832675933838
7,19,0.24351966381072998
7,20,-0.0008639134466647914
7,21,0.02635556459426878
7,22,-7.62939453125e-06
7,23,0.000103473663330075
7,24,-7.53253698348999e-06
7,25,-7.62939453125e-06
7,26,0.000103473663330075
7,27,0.0
8,1,0.0010882854461669784
8,2,0.38202706575393675
8,3,0.004165077209472646
8,4,0.009954786300659175
8,5,-0.0007587313652038574
8,6,0.02529537677764892
8,7,0.10392265319824219
8,8,0.022574615478515612
8,9,-0.0020165562629699606
8,10,0.008647823333740225
8,11,-0.0010625839233398438
8,12,0.026434588432312
8,13,0.011972475051879863
8,14,0.00988378524780273
8,15,0.011434459686279267
8,16,-6.798505783080055e-05
8,17,0.011289608478546152
8,18,0.26898193359375
8,19,0.16307239532470702
8,20,-0.004388880729675279
8,21,0.016382861137390133
8,22,-0.00047360658645629884
8,23,-0.000473475456237793
8,24,3.62396240234375e-06
8,25,3.5095214843739996e-05
8,26,4.470348358154297e-06
8,27,0.0
9,1,-1.7195940017700195e-05
9,2,0.2649275213479996
9,3,0.002358183264732361
9,4,0.0021090805530548
9,5,0.000360637903213501
9,6,0.006353899836540197
9,7,0.04604582488536835
9,8,0.004866600036621075
9,9,-0.00023741275072097778
9,10,0.003319308161735522
9,11,0.0005451440811157102
9,12,0.005620494484901422
9,13,0.002463355660438522
9,14,0.0003632158041000366
9,15,0.0011473894119262695
9,16,-3.7193298339825e-05
9,17,0.0021826326847076416
9,18,0.288646399974823
9,19,0.08903463184833525
9,20,-0.0006508678197860562
9,21,0.010381966829299911
9,22,-2.4735927581787114e-06
9,23,7.477402687072754e-05
9,24,7.2479248046875e-05
9,25,1.2874603271484375e-05
9,26,0.0
9,27,0.0
10,1,-0.0005249559879302978
10,2,0.41469516754150393
10,3,0.008963143825531006
10,4,0.005560922622680655
10,5,0.0015749216079711914
10,6,0.03667266368865966
10,7,0.19096050262451172
10,8,0.018188393115997303
10,9,-0.0015284061431884766
10,10,0.006779658794403061
10,11,-4.163980484008914e-05
10,12,0.02521923780441282
10,13,0.009147977828979473
10,14,0.0014688491821289013
10,15,0.004680848121643067
10,16,0.0006468534469604442
10,17,0.0036752253770828297
10,18,0.39206695556640625
10,19,0.20391545295715333
10,20,-0.0023684680461883443
10,21,0.010740351676940898
10,22,-1.2516975402832032e-07
10,23,0.0002958953380584717
10,24,2.460479736328125e-05
10,25,4.611015319823719e-05
10,26,2.460479736328125e-05
10,27,0.0
11,1,-6.899237632751465e-05
11,2,0.4382106065750122
11,3,0.007203578948974625
11,4,0.013100683689117428
11,5,-0.00039111077785491943
11,6,0.0721002072095871
11,7,0.23173260688781738
11,8,0.01440882682800293
11,9,-0.0007172822952270508
11,10,0.009349808096885681
11,11,0.0012621581554412842
11,12,0.04215314984321594
11,13,0.02748875319957732
11,14,0.0056221336126327515
11,15,0.018064320087432847
11,16,-0.0002170652151107788
11,17,0.026707261800765977
11,18,0.4838418960571289
11,19,0.25579017400741577
11,20,-0.004573389887809753
11,21,0.06282156705856323
11,22,-0.0007984638214111328
11,23,7.2479248046875e-05
11,24,-0.000392913818359375
11,25,-0.00046539306640625
11,26,0.0
11,27,0.0
12,1,-0.0011826753616333008
12,2,0.1968848705291748
12,3,0.0006009340286255039
12,4,-0.00038766860961912496
12,5,0.001103043556213379
12,6,0.010349750518798825
12,7,0.02236366271972655
12,8,-0.0002211332321167039
12,9,0.0001938939094543363
12,10,0.0036174058914184384
12,11,0.0007288455963134734
12,12,0.003628849983215332
12,13,0.0015128850936889523
12,14,0.000859975814819314
12,15,0.0018280744552612023
12,16,-0.0007435083389282227
12,17,0.0005562305450439468
12,18,0.1027545928955078
12,19,0.054089546203613274
12,20,-0.002613306045532211
12,21,0.008629679679870605
12,22,-0.0002778172492980832
12,23,-3.1948089599609375e-05
12,24,-6.270408630370937e-05
12,25,-0.00011897087097167498
12,26,-3.814697265625e-05
12,27,0.0
13,1,0.014452672004699707
13,2,0.40428619384765624
13,3,-0.011301136016845712
13,4,0.04578213691711426
13,5,0.0030247688293457134
13,6,0.08812017440795898
13,7,0.18469161987304686
13,8,0.05964326858520508
13,9,-0.012259459495544434
13,10,0.036603450775146484
13,11,-0.0156726837158203
13,12,0.11763277053833006
13,13,0.08897123336791993
13,14,0.04064993858337401
13,15,0.04649114608764647
13,16,-0.0031020641326904197
13,17,0.03398127555847169
13,18,0.49974365234375
13,19,0.2242137908935547
13,20,-0.027661991119384742
13,21,0.08846254348754881
13,22,-0.00011975765228269486
13,23,0.0
13,24,5.18798828125e-05
13,25,0.0
13,26,1.239776611328125e-06
13,27,0.0
14,1,0.005329132080078125
14,2,0.5006046295166016
14,3,0.023181915283203125
14,4,0.026099205017089826
14,5,0.001326560974121075
14,6,0.10149168968200684
14,7,0.2725207805633545
14,8,0.053096771240234375
14,9,-0.011877536773681618
14,10,0.022612810134887695
14,11,0.00052404403686525
14,12,0.1002228260040283
14,13,0.037984609603881836
14,14,0.03689384460449219
14,15,0.030019879341125474
14,16,-0.002684116363525369
14,17,0.03874635696411135
14,18,0.65252685546875
14,19,0.31214427947998047
14,20,-0.016172409057617188
14,21,0.09337615966796875
14,22,0.001472830772399915
14,23,0.0
14,24,1.33514404296875e-05
14,25,0.001739501953125
14,26,1.621246337890625e-05
14,27,0.0
15,1,0.0005859583616256714
15,2,0.45899246260523796
15,3,0.0023343367502093315
15,4,0.010986437555402517
15,5,-0.00019630556926130622
15,6,0.025888941250741482
15,7,0.16481435857713223
15,8,0.007386606186628342
15,9,-0.0007924959063529968
15,10,0.003611405845731497
15,11,0.0007800692692399025
15,12,0.014163925312459469
15,13,0.00842741597443819
15,14,0.0018588784150779247
15,15,0.002625684253871441
15,16,-2.8405338525772084e-07
15,17,0.004881518427282572
15,18,0.24610795825719833
15,19,0.15531952399760482
15,20,-0.0008986631873995066
15,21,0.004185274243354797
15,22,-0.00019553862512111038
15,23,-0.00019477680325507492
15,24,-0.00019520521163939804
15,25,-0.000103473663330075
15,26,-0.000195503234863275
15,27,0.0
16,1,0.002624511718750025
16,2,0.497894287109375
16,3,0.016636729240417498
16,4,0.0251922607421875
16,5,0.0011539459228515625
16,6,0.058713912963867174
16,7,0.2767791748046875
16,8,0.0095071792602539
16,9,-0.002905845642089825
16,10,0.0033454895019531
16,11,0.0056734085083008
16,12,0.058238983154296875
16,13,0.0178680419921875
16,14,0.023725509643554674
16,15,0.023590087890625
16,16,0.004876613616943363
16,17,0.014596939086914062
16,18,0.548583984375
16,19,0.203033447265625
16,20,-0.0084238052368164
16,21,0.025180816650390625
16,22,-0.000464439392089825
16,23,0.0003385543823242375
16,24,8.29696655273375e-05
16,25,2.09808349609375e-05
16,26,6.12735748291e-05
16,27,0.0
17,1,-0.0002593547105788997
17,2,0.43710456788539886
17,3,0.00037726759910584125
17,4,0.003317534923553467
17,5,0.0004373937845229915
17,6,0.02079159021377562
