layer,0:<|endoftext|,1:<,2:|,3:user,4:|>,"5:
",6:Condition,7::,8: multiple,9: sclerosis,10:.,"11:
",12:Create,13: a,14: short,15: patient,16: overview,17: including,18: demographic,19: first,"20:,",21: then,22: key,23: past,24: medical,25: history,26:.,27: Start,28: exactly,29: with,30::,"31: """,32:Gender,33::,"34: ""","35:
",36:<,37:|,38:ass,39:istant,40:|>,"41:
",42:Gender,43::
L19,-0.122257,-0.087011,0.000000,-0.032261,-0.032261,0.187599,-0.126752,0.003960,-0.091350,0.119545,-0.122257,-0.036368,0.031253,0.000000,-0.032261,-0.028171,0.090972,0.003960,0.061558,0.000000,-0.032261,-0.028171,-0.057158,-0.091350,0.000000,0.068993,-0.057158,-0.032261,0.038915,-0.091350,-0.061369,-0.131266,0.689171,0.061558,-0.087011,-0.221161,-0.036368,0.090972,0.031253,0.126563,-0.065597,0.147325,0.476924,0.673106
L20,-0.032261,-0.061369,-0.028171,-0.061369,-0.057158,-0.095707,-0.061369,0.061558,-0.122257,-0.376137,-0.216223,-0.061369,0.000000,-0.036368,0.031253,-0.095707,-0.095707,0.061558,0.090972,-0.091350,-0.095707,-0.061369,-0.032261,-0.095707,-0.061369,0.031253,0.031253,-0.003976,-0.126752,0.061558,-0.061369,-0.061369,0.373204,0.160930,-0.061369,-0.057158,0.061558,0.119545,-0.122257,0.061558,0.007905,0.061558,-0.342043,4.220208
L21,-0.091350,0.000000,-0.154151,-0.126752,-0.032261,-0.091350,-0.061369,0.000000,-0.057158,2.389200,0.506052,0.038915,0.000000,-0.028171,-0.028171,0.126563,0.003960,-0.028171,0.003960,-0.061369,-0.061369,-0.028171,-0.057158,0.000000,0.003960,-0.032261,-0.061369,-0.126752,0.061558,-0.061369,-0.065597,0.090972,0.950615,0.031253,0.000000,0.000000,-0.122257,-0.061369,0.031253,0.003960,-0.154151,0.054067,0.436718,4.105656
L22,-0.032261,-0.095707,-0.061369,-0.061369,-0.126752,-0.032261,0.031253,-0.032261,0.000000,-0.383106,-0.091350,-0.061369,-0.061369,-0.126752,-0.032261,-0.251314,-0.061369,-0.032261,-0.032261,-0.032261,-0.057158,-0.032261,-0.061369,-0.032261,-0.061369,0.000000,0.000000,-0.032261,-0.061369,-0.032261,0.061558,0.000000,0.068993,0.031253,-0.003976,0.003960,-0.091350,0.119545,-0.061369,-0.003976,0.003960,0.061558,0.007905,2.183015
L23,-0.095707,-0.091350,-0.032261,-0.061369,-0.126752,-0.032261,0.061558,-0.126752,-0.028171,-0.383106,-0.126752,0.000000,-0.061369,-0.061369,-0.032261,-0.122257,-0.061369,-0.061369,-0.061369,-0.032261,-0.095707,-0.032261,-0.095707,-0.032261,-0.091350,-0.032261,0.031253,0.031253,-0.032261,-0.061369,-0.061369,-0.282405,-0.126752,0.317010,-0.122257,-0.061369,-0.061369,0.031253,0.000000,-0.024098,-0.087011,-0.126752,0.046520,0.515576
L24,-0.057158,-0.061369,-0.126752,-0.095707,-0.158791,0.716678,-0.095707,-0.091350,-0.028171,0.351104,-0.187095,-0.061369,-0.061369,-0.032261,-0.091350,-0.095707,-0.061369,0.031253,0.000000,-0.032261,-0.032261,-0.061369,0.031253,-0.032261,0.000000,-0.032261,-0.095707,-0.095707,-0.032261,-0.061369,-0.095707,-0.061369,0.317010,0.257468,0.000000,-0.036368,-0.091350,0.031253,-0.122257,0.038915,-0.177571,-0.061369,0.147325,5.323939
L25,-0.122257,-0.091350,-0.122257,-0.095707,-0.095707,0.000000,-0.061369,-0.154151,-0.095707,1.071801,-0.057158,-0.032261,-0.095707,0.031253,0.000000,0.000000,-0.061369,0.000000,0.061558,-0.095707,-0.032261,-0.061369,-0.061369,-0.032261,-0.032261,-0.095707,-0.091350,-0.036368,-0.061369,-0.061369,-0.061369,0.031253,0.701052,0.126563,-0.061369,-0.065597,-0.091350,-0.061369,0.000000,0.098192,-0.216223,0.031253,-0.149532,5.230599
L26,0.031253,-0.032261,-0.032261,0.000000,-0.216223,0.000000,0.000000,-0.057158,-0.061369,-0.282405,-0.126752,-0.091350,-0.095707,0.000000,0.000000,-0.032261,0.000000,-0.091350,0.031253,-0.057158,0.000000,0.031253,-0.095707,0.031253,0.000000,0.000000,0.031253,-0.032261,-0.095707,0.031253,0.061558,0.098192,-0.095707,0.187599,-0.032261,-0.126752,0.000000,0.068993,-0.032261,0.068993,-0.177571,0.000000,-0.347646,11.159362
L27,0.031253,0.000000,0.000000,0.031253,-0.091350,-0.032261,0.000000,0.000000,-0.057158,0.601797,-0.091350,-0.032261,0.000000,0.000000,-0.122257,0.000000,-0.061369,-0.091350,0.000000,0.000000,-0.061369,0.000000,0.000000,0.031253,0.000000,0.000000,0.031253,-0.091350,0.031253,0.031253,0.000000,-0.061369,-0.028171,0.119545,-0.032261,-0.091350,-0.061369,0.031253,-0.057158,0.160930,-0.271934,0.000000,-0.100083,3.365104
L28,0.031253,0.000000,0.031253,0.031253,-0.091350,-0.032261,0.031253,0.000000,0.031253,0.000000,0.000000,0.000000,0.000000,0.031253,0.000000,0.000000,0.000000,0.031253,0.031253,0.000000,0.000000,0.000000,0.000000,0.000000,-0.061369,0.000000,0.031253,0.000000,0.000000,-0.032261,0.000000,-0.087011,0.003960,0.031253,-0.032261,0.031253,0.000000,0.000000,0.031253,0.098192,-0.383106,-0.091350,-0.122257,9.844565
L29,-0.032261,0.000000,0.031253,0.031253,-0.061369,0.031253,0.000000,0.000000,0.000000,0.000000,0.031253,0.000000,0.031253,-0.032261,0.000000,0.000000,0.000000,0.000000,0.031253,-0.032261,0.000000,0.000000,0.000000,0.000000,0.031253,0.000000,0.000000,0.000000,0.000000,0.031253,0.000000,-0.057158,0.000000,0.031253,0.000000,0.000000,-0.057158,-0.061369,0.031253,0.090972,-0.364643,0.038915,0.126563,7.299872
L30,0.061558,0.061558,-0.032261,0.000000,-0.091350,0.000000,0.000000,0.000000,0.000000,-0.032261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031253,-0.032261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031253,0.000000,0.031253,0.000000,-0.032261,0.000000,0.031253,0.000000,0.031253,0.031253,-0.309073,0.061558,-0.032261,11.837577
L31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.525073
