layer,rewrite_scores_mean,rewrite_scores_median,rewrite_scores_trimmed_mean,rewrite_scores_topk_mean,rewrite_scores_num_units
0,0.21484172366567275,0.04217188000679016,0.15436006419128206,0.9239293619791666,100
1,0.0006467453220547626,0.0009617185592651367,0.000633129503748197,0.012796687026818592,100
2,0.03408918342149771,0.0021179932355880737,0.003753798981913315,0.2380771948496501,100
3,0.0001463091685515778,-0.00017301082611083984,-9.583461406021824e-06,0.01357516938447952,100
4,0.001961178215460869,0.0014732837677001952,0.0014903426886807123,0.01598115297158559,100
5,0.0008518886070882721,0.0011002016067504883,0.0007629206019233437,0.012133162140846254,100
6,0.002788928615716753,0.0011971616744995118,0.0014668520441765579,0.021905829211076106,100
7,0.003673730752209568,0.00032465457916259767,0.0007887225786476131,0.03189081499973933,100
8,0.0010724238540609275,0.0002803850173950195,0.0006848348349927,0.014070237557093301,100
9,9.531404681476062e-05,7.832050323486328e-06,0.00040673610489664176,0.009788953860600792,100
10,0.0010393772549444787,0.0005790352821350098,0.00039013809078087153,0.014981232682863872,100
11,0.00039163116531882626,2.052783966064453e-06,0.0003784515085090322,0.010885880847771963,100
12,0.0024858775047162125,0.0014839482307434082,0.001147421319200998,0.019423426389694215,100
13,0.0003686813396379085,0.0002144432067871094,0.0003258575035090664,0.010643666744232177,100
14,0.001365334094109024,0.0009189605712890625,0.0008906563637497952,0.014138212879498797,100
15,0.0011332788076110116,0.00049774169921875,0.0005658342708161583,0.012225065807501472,100
16,0.00032428097251687284,0.0005648493766784668,-1.484845065279926e-05,0.008917277773221332,100
17,0.0013590321645728834,0.0003162670135498047,7.697493319587589e-05,0.014669060627619428,100
18,0.009549373527410733,0.001640453338623047,0.0023515836869441313,0.059287762025992084,100
19,0.0040686759863882435,0.0010922813415527343,0.001005585751849127,0.027535759985446932,100
20,-0.0014681013685342538,-0.0006214070320129394,-0.0006086293836765013,0.006163183569908142,100
21,0.0011728049898911796,0.000299370288848877,0.00040267792160155873,0.011312034388383227,100
22,-0.0005044998464111683,-0.00037288427352905274,-3.940343737983502e-05,0.0038209146261215204,100
23,3.270874470289452e-05,-0.00034378767013549806,0.00012043712260592027,0.00445763897895813,100
24,-0.00041587748289241826,-0.000739884376525879,-0.00046533717516905214,0.0037437005241711934,100
25,-0.0003823352405741759,-0.0006063580513000488,-0.00046637887028158577,0.002762642681598664,100
26,-0.00047266626250099994,-0.0004855060577392578,-0.0006140499422346009,0.002790301203727722,100
27,0.0007559565914375523,0.0,0.0,0.005136362711588541,100
