layer,0:<|endoftext|,1:<,2:|,3:user,4:|>,"5:
",6:Pro,7:du,8:ce,9: a,10: discharge,11:-,12:brief,13: style,14: summary,15: for,16: multiple,17: sclerosis,"18:,",19: limited,20: to,21: demographic,22: and,23: prior,24: medical,25: history,26:.,27: Start,28: with,29::,"30: """,31:Gender,32::,"33: ""","34:
",35:<,36:|,37:ass,38:istant,39:|>,"40:
",41:Gender,42::
L21,0.099760,0.088527,0.138110,0.030388,0.030388,0.105330,0.088527,0.030388,0.127302,0.110868,0.042290,0.048188,0.065676,-0.018686,0.054051,0.099760,0.495779,1.526887,0.305950,0.088527,0.024384,0.195552,0.099760,0.169851,0.071438,0.042290,0.245055,0.006152,0.071438,0.110868,0.254668,0.575229,-0.076936,-0.083623,-0.189692,0.088527,-0.012419,0.094159,0.024384,0.190465,0.363348,-0.219986,-0.329584
L22,0.077167,0.059880,0.082863,0.048188,0.105330,0.082863,0.054051,0.094159,0.071438,0.006152,-0.031341,0.059880,0.082863,0.099760,0.059880,0.000000,0.006152,-0.769750,-0.219986,0.065676,0.099760,-0.110826,0.088527,0.018344,0.042290,0.048188,-0.012419,0.077167,0.030388,0.054051,0.036357,0.054051,0.164630,0.048188,0.065676,0.036357,0.054051,0.048188,-0.024993,0.169851,0.225547,-0.243324,-1.184922
L23,0.065676,0.094159,0.099760,0.065676,0.054051,0.094159,0.054051,0.082863,0.099760,0.048188,0.088527,0.048188,0.082863,0.077167,0.088527,0.065676,0.082863,-0.414609,-0.275314,0.065676,0.127302,-0.024993,0.054051,0.018344,0.054051,0.059880,0.018344,0.054051,0.030388,0.048188,0.042290,-0.182260,0.121854,-0.063695,0.018344,0.094159,0.094159,0.048188,0.143471,0.205651,0.164630,-0.145905,-1.685040
L24,0.094159,0.099760,0.065676,0.024384,0.059880,0.210662,0.054051,0.036357,0.048188,0.048188,0.036357,0.042290,0.024384,0.077167,0.030388,0.065676,0.024384,0.210662,0.030388,0.030388,0.042290,0.065676,0.059880,0.054051,0.036357,0.048188,0.054051,0.042290,0.077167,0.099760,0.215649,0.220610,0.240214,0.110868,0.105330,0.006152,0.030388,0.059880,0.082863,-0.097132,0.132721,0.065676,3.118965
L25,0.099760,0.088527,0.012266,0.024384,-0.044157,0.024384,0.036357,0.048188,0.036357,0.018344,0.042290,0.018344,0.024384,0.036357,0.024384,0.018344,0.054051,0.971335,0.077167,0.071438,0.059880,0.071438,0.077167,0.030388,0.054051,0.024384,0.024384,0.018344,0.059880,0.048188,-0.006190,0.148803,0.180211,0.127302,0.065676,0.030388,-0.076936,0.030388,0.036357,-0.462442,0.215649,-0.247267,-1.410338
L26,0.030388,-0.012419,0.071438,0.000000,0.006152,0.012266,0.030388,0.018344,0.000000,0.036357,-0.006190,0.030388,0.012266,0.012266,0.024384,0.036357,0.036357,-0.174882,0.024384,0.048188,0.048188,-0.070294,0.030388,0.030388,0.024384,0.000000,0.012266,0.036357,0.054051,0.042290,0.099760,-0.018686,0.088527,-0.050628,0.012266,0.036357,0.071438,0.036357,0.127302,-0.419290,0.099760,-0.167559,1.829850
L27,0.012266,0.042290,0.012266,0.042290,0.036357,0.018344,0.030388,0.036357,0.036357,0.059880,0.030388,0.018344,0.030388,0.018344,0.042290,0.030388,0.054051,0.220610,0.059880,0.024384,0.030388,0.000000,0.048188,0.030388,0.030388,0.030388,0.012266,0.018344,0.054051,0.012266,-0.044157,0.099760,0.099760,0.018344,-0.006190,0.030388,0.018344,0.030388,0.099760,-0.610000,0.082863,-0.097132,-0.482235
L28,0.012266,0.006152,0.018344,0.012266,0.012266,0.012266,0.000000,0.024384,0.018344,0.018344,0.012266,0.000000,0.030388,0.012266,0.018344,0.018344,0.012266,0.024384,0.012266,0.054051,0.000000,0.018344,0.000000,0.042290,0.030388,0.018344,0.030388,0.012266,0.018344,-0.006190,-0.117744,-0.031341,0.110868,0.024384,0.006152,0.024384,0.018344,0.000000,0.159382,-0.867662,-0.024993,0.006152,-0.452690
L29,-0.018686,-0.006190,0.018344,0.030388,0.006152,0.024384,0.018344,0.018344,0.000000,0.000000,0.012266,0.000000,0.018344,0.000000,0.012266,0.012266,0.006152,0.012266,0.012266,0.018344,0.018344,0.018344,0.000000,-0.012419,0.000000,0.012266,0.018344,0.000000,0.000000,0.012266,0.030388,0.024384,0.024384,0.000000,0.030388,0.030388,0.012266,0.006152,0.048188,-0.433468,0.030388,0.054051,0.947696
L30,0.012266,0.024384,-0.012419,-0.018686,-0.012419,-0.006190,0.000000,0.000000,0.000000,-0.012419,-0.012419,-0.012419,0.000000,0.000000,-0.012419,0.000000,0.000000,-0.012419,-0.012419,0.000000,0.000000,-0.012419,0.000000,0.006152,0.000000,-0.012419,0.000000,-0.012419,0.000000,0.000000,-0.006190,0.000000,0.000000,-0.012419,0.000000,-0.018686,0.000000,-0.012419,0.024384,-0.057140,-0.018686,0.006152,1.712320
L31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.312192
